image_id,face_length,face_width,forehead_width,cheekbone_width,jaw_width,aspect_ratio,hair_length,hair_texture,hair_density,style_preference,face_shape_label,target_hairstyle_id,suitability_rating
img_00704,207.4,187.1,167.3,187.1,153.7,1.11,Medium,Wavy,Medium,masculine,Round,textured-crop,4.9
img_00705,235.6,193.3,179.7,193.3,185.9,1.22,Medium,Wavy,Medium,unisex,Square,textured-crop,5.0
img_00706,190.8,169.7,145.6,169.7,146.4,1.12,Short,Wavy,Medium,no_preference,Round,buzz-cut,4.6
img_00707,227.4,172.4,179.9,172.4,119.7,1.32,Short,Straight,Medium,masculine,Heart,long-waves,4.7
img_00708,248.3,179.0,149.7,179.0,132.5,1.39,Medium,Wavy,Medium,masculine,Oval,french-bob,4.7
img_00709,276.0,187.2,156.6,187.2,142.2,1.47,Long,Coily,Medium,unisex,Oblong,french-bob,5.0
img_00710,190.1,183.8,156.5,183.8,160.5,1.03,Long,Coily,Medium,feminine,Round,textured-crop,4.8
img_00711,262.6,170.6,149.7,170.6,143.6,1.54,Medium,Coily,Medium,masculine,Oblong,french-bob,5.0
img_00712,287.8,198.6,163.6,198.6,150.9,1.45,Short,Curly,Medium,feminine,Oblong,textured-crop,4.3
img_00713,242.8,173.7,149.0,173.7,132.9,1.4,Short,Curly,Medium,no_preference,Oval,curtain-bangs,4.8
img_00714,211.3,160.7,138.2,160.7,126.0,1.31,Long,Wavy,Medium,no_preference,Oval,long-waves,4.3
img_00715,275.2,177.8,152.7,177.8,136.5,1.55,Short,Wavy,Medium,masculine,Oblong,french-bob,4.1
img_00716,229.1,199.8,193.6,199.8,189.0,1.15,Long,Coily,Medium,feminine,Square,textured-crop,4.9
img_00717,249.9,188.6,165.0,188.6,141.3,1.32,Medium,Coily,Medium,feminine,Oval,wolf-cut,4.2
img_00718,181.2,173.8,155.3,173.8,151.3,1.04,Long,Straight,Medium,unisex,Round,buzz-cut,4.7
img_00719,209.2,176.3,163.7,176.3,162.3,1.19,Medium,Curly,Medium,feminine,Square,curtain-bangs,4.5
img_00720,212.3,190.0,163.5,190.0,165.4,1.12,Short,Curly,Medium,no_preference,Round,long-waves,4.2
img_00721,254.4,177.6,150.3,177.6,143.8,1.43,Long,Straight,Medium,no_preference,Oblong,textured-crop,4.5
img_00722,237.0,179.5,154.0,179.5,136.7,1.32,Long,Straight,Medium,feminine,Oval,textured-crop,4.1
img_00723,221.1,196.7,173.4,196.7,168.6,1.12,Long,Straight,Medium,no_preference,Round,buzz-cut,4.2
img_00724,266.9,170.0,142.3,170.0,135.8,1.57,Long,Wavy,Medium,feminine,Oblong,curtain-bangs,4.1
img_00725,212.9,197.2,170.1,197.2,162.5,1.08,Short,Curly,Medium,no_preference,Round,long-waves,4.9
img_00726,202.4,188.4,167.0,188.4,152.0,1.07,Long,Wavy,Medium,unisex,Round,textured-crop,4.7
img_00727,207.1,198.6,177.8,198.6,162.8,1.04,Medium,Coily,Medium,masculine,Round,textured-crop,4.7
img_00728,280.7,195.7,161.7,195.7,151.6,1.43,Long,Wavy,Medium,no_preference,Oblong,curtain-bangs,4.7
img_00729,249.4,169.6,141.2,169.6,131.1,1.47,Long,Coily,Medium,feminine,Oblong,textured-crop,5.0
img_00730,187.6,173.5,166.7,173.5,168.3,1.08,Medium,Straight,Medium,unisex,Square,long-waves,4.8
img_00731,211.6,161.3,138.4,161.3,128.0,1.31,Medium,Curly,Medium,masculine,Oval,textured-crop,4.1
img_00732,225.0,197.9,191.2,197.9,187.8,1.14,Short,Straight,Medium,unisex,Square,curtain-bangs,4.1
img_00733,223.6,168.6,163.9,168.6,110.3,1.33,Long,Wavy,Medium,masculine,Heart,textured-crop,4.9
img_00734,234.4,162.0,136.6,162.0,130.8,1.45,Medium,Wavy,Medium,masculine,Oblong,curtain-bangs,5.0
img_00735,179.3,165.7,158.1,165.7,161.7,1.08,Long,Straight,Medium,masculine,Square,long-waves,4.0
img_00736,303.7,196.1,169.7,196.1,160.2,1.55,Short,Wavy,Medium,masculine,Oblong,long-waves,4.5
img_00737,260.9,192.8,168.0,192.8,145.1,1.35,Short,Straight,Medium,unisex,Oval,curtain-bangs,4.5
img_00738,269.2,183.4,147.2,183.4,139.7,1.47,Short,Coily,Medium,unisex,Oblong,wolf-cut,4.5
img_00739,223.9,165.3,141.0,165.3,123.2,1.35,Short,Straight,Medium,feminine,Oval,textured-crop,4.1
img_00740,216.9,165.2,158.6,165.2,109.4,1.31,Long,Coily,Medium,feminine,Heart,buzz-cut,4.1
img_00741,262.4,169.4,147.4,169.4,129.2,1.55,Long,Coily,Medium,feminine,Oblong,wolf-cut,4.1
img_00742,196.1,166.4,160.7,166.4,154.2,1.18,Short,Straight,Medium,masculine,Square,wolf-cut,4.9
img_00743,233.1,174.5,148.6,174.5,135.2,1.34,Short,Curly,Medium,no_preference,Oval,wolf-cut,4.8
img_00744,259.1,193.3,162.4,193.3,148.7,1.34,Short,Curly,Medium,unisex,Oval,french-bob,4.8
img_00745,275.3,181.1,159.1,181.1,149.8,1.52,Long,Curly,Medium,no_preference,Oblong,long-waves,4.2
img_00746,215.0,161.4,137.6,161.4,124.8,1.33,Long,Straight,Medium,masculine,Oval,long-waves,4.3
img_00747,225.9,167.4,140.0,167.4,131.2,1.35,Short,Coily,Medium,masculine,Oval,wolf-cut,4.2
img_00748,241.5,191.0,192.3,191.0,118.5,1.26,Medium,Curly,Medium,unisex,Heart,wolf-cut,4.9
img_00749,207.8,195.0,175.6,195.0,161.0,1.07,Long,Straight,Medium,feminine,Round,textured-crop,4.5
img_00750,203.4,163.3,170.5,163.3,113.9,1.25,Short,Curly,Medium,no_preference,Heart,buzz-cut,4.5
img_00751,213.1,196.6,173.3,196.6,157.9,1.08,Medium,Wavy,Medium,feminine,Round,curtain-bangs,4.2
img_00752,216.2,160.2,165.0,160.2,108.7,1.35,Medium,Curly,Medium,unisex,Heart,buzz-cut,4.6
img_00753,207.6,175.0,166.7,175.0,161.8,1.19,Medium,Coily,Medium,unisex,Square,buzz-cut,4.4
img_00754,185.9,164.5,145.9,164.5,137.8,1.13,Medium,Curly,Medium,no_preference,Round,wolf-cut,4.1
img_00755,181.2,166.7,147.4,166.7,141.7,1.09,Long,Curly,Medium,unisex,Round,buzz-cut,4.5
img_00756,285.6,189.0,161.5,189.0,145.6,1.51,Medium,Curly,Medium,unisex,Oblong,curtain-bangs,4.7
img_00757,245.0,166.2,136.3,166.2,130.8,1.47,Medium,Coily,Medium,masculine,Oblong,textured-crop,5.0
img_00758,274.2,186.0,155.6,186.0,144.7,1.47,Short,Curly,Medium,unisex,Oblong,long-waves,4.9
img_00759,226.6,195.3,183.6,195.3,188.1,1.16,Short,Straight,Medium,no_preference,Square,french-bob,5.0
img_00760,207.3,169.6,167.3,169.6,103.3,1.22,Long,Wavy,Medium,no_preference,Heart,wolf-cut,4.1
img_00761,204.1,200.0,178.9,200.0,162.3,1.02,Medium,Coily,Medium,no_preference,Round,textured-crop,5.0
img_00762,213.9,160.1,160.4,160.1,100.2,1.34,Short,Wavy,Medium,no_preference,Heart,curtain-bangs,4.3
img_00763,212.4,191.6,174.7,191.6,163.9,1.11,Long,Coily,Medium,masculine,Round,textured-crop,4.8
img_00764,186.6,166.1,149.4,166.1,135.4,1.12,Medium,Curly,Medium,no_preference,Round,french-bob,4.2
img_00765,206.1,162.8,162.9,162.8,105.7,1.27,Short,Curly,Medium,no_preference,Heart,long-waves,5.0
img_00766,217.6,185.8,180.6,185.8,180.9,1.17,Short,Curly,Medium,feminine,Square,long-waves,4.5
img_00767,193.3,180.0,155.1,180.0,146.7,1.07,Short,Coily,Medium,feminine,Round,buzz-cut,4.6
img_00768,182.6,160.7,153.2,160.7,153.8,1.14,Short,Curly,Medium,unisex,Square,french-bob,4.2
img_00769,194.6,178.9,154.5,178.9,149.7,1.09,Medium,Coily,Medium,feminine,Round,french-bob,4.1
img_00770,234.8,185.5,193.5,185.5,112.5,1.27,Short,Wavy,Medium,feminine,Heart,buzz-cut,4.7
img_00771,282.7,184.9,160.5,184.9,148.7,1.53,Short,Curly,Medium,no_preference,Oblong,curtain-bangs,4.1
img_00772,217.8,168.3,174.5,168.3,108.3,1.29,Short,Wavy,Medium,feminine,Heart,textured-crop,4.1
img_00773,234.4,198.6,194.5,198.6,191.0,1.18,Long,Coily,Medium,feminine,Square,french-bob,4.7
img_00774,203.7,188.1,180.2,188.1,174.9,1.08,Medium,Straight,Medium,unisex,Square,buzz-cut,4.4
img_00775,259.0,193.9,193.6,193.9,130.5,1.34,Short,Straight,Medium,masculine,Heart,buzz-cut,4.2
img_00776,281.3,183.1,146.9,183.1,148.6,1.54,Short,Straight,Medium,masculine,Oblong,buzz-cut,4.4
img_00777,198.1,186.7,167.7,186.7,162.4,1.06,Short,Straight,Medium,masculine,Round,curtain-bangs,4.4
img_00778,225.7,180.3,184.8,180.3,111.2,1.25,Medium,Coily,Medium,masculine,Heart,french-bob,4.7
img_00779,217.6,185.8,180.1,185.8,175.6,1.17,Long,Wavy,Medium,masculine,Square,curtain-bangs,4.7
img_00780,192.3,188.4,167.0,188.4,151.3,1.02,Long,Curly,Medium,feminine,Round,french-bob,5.0
img_00781,248.7,178.3,153.4,178.3,132.7,1.39,Short,Wavy,Medium,masculine,Oval,wolf-cut,4.3
img_00782,216.3,174.3,174.3,174.3,119.0,1.24,Short,Straight,Medium,unisex,Heart,french-bob,4.2
img_00783,287.7,188.7,165.3,188.7,142.6,1.52,Medium,Straight,Medium,masculine,Oblong,buzz-cut,4.7
img_00784,194.4,169.9,162.7,169.9,162.0,1.14,Short,Curly,Medium,masculine,Square,long-waves,4.4
img_00785,257.8,189.1,156.6,189.1,145.0,1.36,Medium,Wavy,Medium,unisex,Oval,buzz-cut,4.9
img_00786,251.0,182.0,155.6,182.0,145.1,1.38,Long,Coily,Medium,no_preference,Oval,french-bob,4.4
img_00787,282.3,197.6,163.7,197.6,165.1,1.43,Short,Curly,Medium,masculine,Oblong,long-waves,4.9
img_00788,261.3,189.4,158.4,189.4,150.2,1.38,Long,Wavy,Medium,feminine,Oval,french-bob,4.1
img_00789,308.3,197.9,162.6,197.9,160.1,1.56,Medium,Curly,Medium,unisex,Oblong,long-waves,4.9
img_00790,212.0,163.0,165.7,163.0,104.0,1.3,Medium,Curly,Medium,masculine,Heart,french-bob,4.3
img_00791,206.3,186.3,173.0,186.3,182.5,1.11,Medium,Coily,Medium,masculine,Square,curtain-bangs,4.6
img_00792,167.2,162.0,138.1,162.0,136.1,1.03,Long,Wavy,Medium,masculine,Round,wolf-cut,4.4
img_00793,218.1,173.9,177.1,173.9,120.8,1.25,Medium,Curly,Medium,no_preference,Heart,long-waves,4.9
img_00794,197.1,162.8,157.3,162.8,156.2,1.21,Medium,Curly,Medium,feminine,Square,french-bob,5.0
img_00795,209.3,190.2,168.8,190.2,163.5,1.1,Long,Curly,Medium,feminine,Round,wolf-cut,4.6
img_00796,217.9,198.8,186.1,198.8,188.8,1.1,Long,Curly,Medium,no_preference,Square,textured-crop,4.3
img_00797,256.9,172.0,140.6,172.0,145.6,1.49,Short,Coily,Medium,no_preference,Oblong,textured-crop,4.1
img_00798,200.0,191.2,163.6,191.2,160.2,1.05,Long,Straight,Medium,no_preference,Round,curtain-bangs,4.8
img_00799,229.1,182.4,179.6,182.4,126.3,1.26,Short,Coily,Medium,feminine,Heart,curtain-bangs,4.5
img_00800,276.8,189.9,160.1,189.9,156.4,1.46,Long,Straight,Medium,feminine,Oblong,wolf-cut,4.2
img_00801,304.5,196.3,168.6,196.3,148.8,1.55,Short,Straight,Medium,feminine,Oblong,textured-crop,4.9
img_00802,267.8,168.8,146.8,168.8,135.0,1.59,Long,Curly,Medium,feminine,Oblong,curtain-bangs,4.6
img_00803,243.2,182.4,155.2,182.4,145.7,1.33,Short,Curly,Medium,masculine,Oval,curtain-bangs,4.2
img_00804,189.0,177.7,157.5,177.7,150.5,1.06,Long,Wavy,Medium,masculine,Round,french-bob,4.3
img_00805,223.0,162.1,142.2,162.1,122.3,1.38,Medium,Straight,Medium,masculine,Oval,long-waves,4.6
img_00806,262.7,167.6,135.6,167.6,136.7,1.57,Long,Straight,Medium,feminine,Oblong,buzz-cut,4.5
img_00807,249.8,185.5,191.5,185.5,112.4,1.35,Short,Coily,Medium,no_preference,Heart,curtain-bangs,4.9
img_00808,272.6,196.5,167.0,196.5,150.6,1.39,Short,Curly,Medium,masculine,Oval,textured-crop,4.3
img_00809,287.8,191.6,157.9,191.6,151.1,1.5,Long,Straight,Medium,feminine,Oblong,curtain-bangs,4.3
img_00810,227.9,170.1,171.5,170.1,111.1,1.34,Short,Curly,Medium,no_preference,Heart,curtain-bangs,4.5
img_00811,170.7,164.7,146.2,164.7,144.1,1.04,Long,Curly,Medium,unisex,Round,curtain-bangs,4.8
img_00812,250.1,162.3,136.7,162.3,132.5,1.54,Short,Straight,Medium,unisex,Oblong,long-waves,4.2
img_00813,290.3,186.1,160.3,186.1,157.7,1.56,Medium,Coily,Medium,feminine,Oblong,curtain-bangs,4.3
img_00814,201.8,188.0,161.6,188.0,160.4,1.07,Medium,Straight,Medium,feminine,Round,textured-crop,4.9
img_00815,245.3,163.4,140.6,163.4,135.5,1.5,Long,Wavy,Medium,unisex,Oblong,curtain-bangs,4.4
img_00816,235.2,189.0,196.4,189.0,121.5,1.24,Long,Wavy,Medium,feminine,Heart,buzz-cut,4.4
img_00817,182.2,169.6,147.1,169.6,140.0,1.07,Medium,Straight,Medium,unisex,Round,textured-crop,4.6
img_00818,257.5,192.3,166.9,192.3,145.9,1.34,Long,Coily,Medium,feminine,Oval,buzz-cut,4.2
img_00819,257.8,185.9,152.9,185.9,146.8,1.39,Long,Straight,Medium,no_preference,Oval,wolf-cut,4.3
img_00820,170.5,161.7,147.4,161.7,139.1,1.05,Long,Curly,Medium,masculine,Round,wolf-cut,4.5
img_00821,189.8,174.1,148.8,174.1,150.3,1.09,Medium,Coily,Medium,unisex,Round,long-waves,4.8
img_00822,209.7,189.6,165.9,189.6,164.0,1.11,Medium,Straight,Medium,feminine,Round,buzz-cut,4.2
img_00823,218.1,194.1,168.6,194.1,159.0,1.12,Short,Coily,Medium,masculine,Round,textured-crop,4.4
img_00824,218.3,192.9,169.6,192.9,155.7,1.13,Medium,Curly,Medium,unisex,Round,wolf-cut,4.6
img_00825,195.0,163.0,154.2,163.0,155.8,1.2,Medium,Wavy,Medium,feminine,Square,wolf-cut,4.5
img_00826,207.6,192.3,166.5,192.3,168.2,1.08,Short,Coily,Medium,masculine,Round,textured-crop,4.2
img_00827,269.4,169.5,137.9,169.5,129.1,1.59,Long,Straight,Medium,unisex,Oblong,wolf-cut,4.7
img_00828,192.7,187.2,172.1,187.2,155.8,1.03,Short,Wavy,Medium,feminine,Round,textured-crop,4.6
img_00829,236.5,178.0,179.3,178.0,124.6,1.33,Short,Straight,Medium,masculine,Heart,curtain-bangs,4.6
img_00830,267.9,171.4,149.5,171.4,145.3,1.56,Short,Curly,Medium,no_preference,Oblong,long-waves,4.3
img_00831,298.9,194.8,158.4,194.8,154.5,1.53,Medium,Wavy,Medium,masculine,Oblong,wolf-cut,4.3
img_00832,172.9,162.2,143.3,162.2,136.3,1.07,Short,Coily,Medium,feminine,Round,textured-crop,4.9
img_00833,251.7,182.0,152.6,182.0,139.0,1.38,Short,Straight,Medium,no_preference,Oval,textured-crop,4.3
img_00834,248.3,163.9,131.9,163.9,124.8,1.51,Medium,Coily,Medium,unisex,Oblong,wolf-cut,4.4
img_00835,254.5,189.6,159.3,189.6,143.9,1.34,Short,Wavy,Medium,feminine,Oval,textured-crop,4.7
img_00836,235.4,180.3,153.7,180.3,143.6,1.31,Long,Straight,Medium,feminine,Oval,buzz-cut,4.5
img_00837,226.0,190.8,178.2,190.8,176.2,1.18,Medium,Coily,Medium,no_preference,Square,textured-crop,4.4
img_00838,177.7,163.6,149.5,163.6,142.7,1.09,Medium,Curly,Medium,unisex,Round,french-bob,4.6
img_00839,261.7,171.6,145.4,171.6,141.0,1.53,Medium,Wavy,Medium,feminine,Oblong,textured-crop,4.3
img_00840,187.2,172.4,151.4,172.4,149.7,1.09,Long,Coily,Medium,unisex,Round,textured-crop,4.7
img_00841,181.0,160.8,154.0,160.8,150.6,1.13,Long,Coily,Medium,unisex,Square,long-waves,4.2
img_00842,259.3,198.3,168.9,198.3,150.4,1.31,Short,Straight,Medium,feminine,Oval,long-waves,4.6
img_00843,217.6,170.6,174.5,170.6,108.1,1.28,Medium,Coily,Medium,unisex,Heart,textured-crop,4.5
img_00844,191.1,170.6,147.5,170.6,140.9,1.12,Long,Wavy,Medium,feminine,Round,curtain-bangs,4.9
img_00845,216.1,174.3,174.5,174.3,112.6,1.24,Long,Straight,Medium,feminine,Heart,buzz-cut,4.4
img_00846,185.5,179.3,153.9,179.3,155.0,1.03,Medium,Wavy,Medium,masculine,Round,wolf-cut,4.2
img_00847,244.3,185.2,190.1,185.2,117.7,1.32,Short,Wavy,Medium,unisex,Heart,textured-crop,4.5
img_00848,232.9,162.8,142.3,162.8,132.6,1.43,Medium,Curly,Medium,no_preference,Oblong,buzz-cut,4.9
img_00849,241.8,194.6,201.5,194.6,133.9,1.24,Long,Straight,Medium,masculine,Heart,textured-crop,4.4
img_00850,256.3,187.9,157.7,187.9,140.1,1.36,Medium,Curly,Medium,no_preference,Oval,curtain-bangs,4.4
img_00851,269.0,172.7,145.0,172.7,134.9,1.56,Medium,Straight,Medium,masculine,Oblong,french-bob,4.7
img_00852,204.9,162.9,169.1,162.9,100.1,1.26,Medium,Curly,Medium,unisex,Heart,long-waves,4.2
img_00853,192.3,177.9,172.4,177.9,167.5,1.08,Long,Straight,Medium,masculine,Square,french-bob,5.0
img_00854,210.0,172.8,168.6,172.8,168.0,1.22,Medium,Curly,Medium,feminine,Square,french-bob,4.4
img_00855,211.1,163.0,165.4,163.0,111.7,1.3,Long,Straight,Medium,unisex,Heart,french-bob,4.8
img_00856,252.5,186.9,161.3,186.9,142.3,1.35,Short,Wavy,Medium,masculine,Oval,wolf-cut,4.4
img_00857,256.9,192.2,167.5,192.2,151.5,1.34,Short,Wavy,Medium,unisex,Oval,french-bob,4.2
img_00858,239.4,183.2,190.7,183.2,116.2,1.31,Long,Straight,Medium,unisex,Heart,textured-crop,4.2
img_00859,239.2,174.7,147.4,174.7,132.9,1.37,Long,Straight,Medium,unisex,Oval,buzz-cut,4.7
img_00860,266.1,170.0,139.8,170.0,130.8,1.57,Long,Curly,Medium,masculine,Oblong,textured-crop,4.9
img_00861,206.4,174.3,166.1,174.3,168.9,1.18,Long,Curly,Medium,masculine,Square,wolf-cut,4.6
img_00862,253.0,163.1,138.5,163.1,122.3,1.55,Long,Coily,Medium,masculine,Oblong,long-waves,4.3
img_00863,247.0,178.2,155.9,178.2,142.5,1.39,Short,Curly,Medium,no_preference,Oval,textured-crop,4.8
img_00864,234.6,180.2,157.9,180.2,134.2,1.3,Long,Coily,Medium,no_preference,Oval,textured-crop,4.8
img_00865,249.1,179.5,152.9,179.5,142.8,1.39,Long,Straight,Medium,feminine,Oval,french-bob,4.1
img_00866,241.6,178.2,150.4,178.2,136.8,1.36,Long,Wavy,Medium,unisex,Oval,buzz-cut,4.4
img_00867,252.5,165.2,132.6,165.2,132.2,1.53,Long,Wavy,Medium,unisex,Oblong,textured-crop,4.0
img_00868,248.4,198.9,205.0,198.9,120.5,1.25,Long,Coily,Medium,masculine,Heart,textured-crop,4.6
img_00869,227.5,177.3,179.9,177.3,106.7,1.28,Long,Curly,Medium,feminine,Heart,long-waves,4.1
img_00870,236.3,179.3,178.4,179.3,108.3,1.32,Medium,Curly,Medium,masculine,Heart,french-bob,4.8
img_00871,264.7,198.7,174.8,198.7,158.9,1.33,Medium,Coily,Medium,unisex,Oval,long-waves,4.7
img_00872,209.7,195.3,175.8,195.3,170.6,1.07,Medium,Curly,Medium,unisex,Round,wolf-cut,4.5
img_00873,236.1,192.2,195.9,192.2,126.3,1.23,Long,Straight,Medium,masculine,Heart,buzz-cut,4.8
img_00874,202.4,176.4,163.0,176.4,165.2,1.15,Medium,Wavy,Medium,unisex,Square,long-waves,4.3
img_00875,198.3,182.2,164.6,182.2,145.8,1.09,Long,Straight,Medium,masculine,Round,textured-crop,5.0
img_00876,230.2,165.1,136.7,165.1,129.8,1.39,Medium,Coily,Medium,masculine,Oval,curtain-bangs,4.6
img_00877,240.6,163.1,139.0,163.1,126.2,1.48,Short,Wavy,Medium,feminine,Oblong,french-bob,4.5
img_00878,225.7,171.5,164.1,171.5,117.7,1.32,Short,Curly,Medium,unisex,Heart,textured-crop,4.6
img_00879,292.1,194.4,159.6,194.4,150.5,1.5,Short,Curly,Medium,no_preference,Oblong,curtain-bangs,4.4
img_00880,190.7,174.3,170.4,174.3,167.1,1.09,Medium,Coily,Medium,no_preference,Square,long-waves,4.3
img_00881,233.1,176.4,181.2,176.4,109.9,1.32,Long,Curly,Medium,unisex,Heart,long-waves,4.4
img_00882,236.8,170.2,140.7,170.2,133.7,1.39,Short,Straight,Medium,no_preference,Oval,curtain-bangs,4.5
img_00883,227.5,169.0,141.3,169.0,132.5,1.35,Long,Wavy,Medium,unisex,Oval,long-waves,4.1
img_00884,260.2,197.4,164.8,197.4,150.9,1.32,Long,Coily,Medium,feminine,Oval,long-waves,4.2
img_00885,260.9,180.4,153.1,180.4,145.5,1.45,Short,Straight,Medium,no_preference,Oblong,curtain-bangs,4.5
img_00886,243.7,165.3,144.0,165.3,140.0,1.47,Short,Wavy,Medium,no_preference,Oblong,textured-crop,4.9
img_00887,187.8,182.5,164.9,182.5,150.1,1.03,Long,Curly,Medium,no_preference,Round,buzz-cut,4.1
img_00888,217.9,190.1,172.0,190.1,152.5,1.15,Medium,Coily,Medium,unisex,Round,wolf-cut,4.0
img_00889,207.0,179.2,166.7,179.2,168.3,1.15,Short,Straight,Medium,unisex,Square,long-waves,4.9
img_00890,200.0,172.8,159.5,172.8,159.5,1.16,Short,Straight,Medium,masculine,Square,curtain-bangs,4.3
img_00891,242.8,186.8,162.2,186.8,139.1,1.3,Long,Curly,Medium,feminine,Oval,buzz-cut,4.5
img_00892,197.9,172.8,154.7,172.8,138.6,1.15,Medium,Wavy,Medium,masculine,Round,french-bob,4.4
img_00893,291.0,190.3,161.0,190.3,143.8,1.53,Long,Coily,Medium,masculine,Oblong,wolf-cut,4.2
img_00894,241.5,181.8,159.4,181.8,143.7,1.33,Short,Coily,Medium,no_preference,Oval,french-bob,4.1
img_00895,252.3,185.7,162.3,185.7,144.7,1.36,Long,Straight,Medium,feminine,Oval,long-waves,4.8
img_00896,235.2,177.2,154.8,177.2,131.6,1.33,Medium,Curly,Medium,unisex,Oval,textured-crop,4.5
img_00897,225.2,161.2,137.3,161.2,122.3,1.4,Long,Coily,Medium,feminine,Oval,wolf-cut,5.0
img_00898,203.2,177.7,154.1,177.7,149.7,1.14,Short,Coily,Medium,masculine,Round,french-bob,4.8
img_00899,195.9,186.5,159.8,186.5,157.8,1.05,Short,Curly,Medium,masculine,Round,curtain-bangs,4.5
img_00900,242.0,169.4,139.1,169.4,138.1,1.43,Long,Curly,Medium,no_preference,Oblong,buzz-cut,4.4
img_00901,239.5,180.5,152.9,180.5,138.7,1.33,Long,Coily,Medium,unisex,Oval,curtain-bangs,4.3
img_00902,211.3,160.5,141.1,160.5,119.5,1.32,Long,Wavy,Medium,masculine,Oval,wolf-cut,4.7
img_00903,178.7,169.4,151.7,169.4,140.8,1.06,Medium,Straight,Medium,no_preference,Round,french-bob,4.2
img_00904,241.6,183.2,160.1,183.2,143.0,1.32,Long,Wavy,Medium,feminine,Oval,wolf-cut,4.1
img_00905,194.6,174.5,167.7,174.5,167.7,1.12,Medium,Coily,Medium,feminine,Square,long-waves,4.8
img_00906,199.2,187.5,160.6,187.5,164.6,1.06,Short,Wavy,Medium,no_preference,Round,wolf-cut,4.2
img_00907,251.3,189.6,182.5,189.6,114.1,1.33,Long,Straight,Medium,masculine,Heart,long-waves,4.6
img_00908,232.8,182.9,180.4,182.9,113.7,1.27,Long,Wavy,Medium,no_preference,Heart,textured-crop,4.6
img_00909,189.1,177.4,157.2,177.4,146.2,1.07,Medium,Curly,Medium,no_preference,Round,curtain-bangs,4.2
img_00910,214.1,164.6,163.7,164.6,101.9,1.3,Short,Coily,Medium,unisex,Heart,wolf-cut,4.4
img_00911,247.2,189.4,165.4,189.4,148.1,1.31,Short,Curly,Medium,no_preference,Oval,wolf-cut,4.4
img_00912,194.0,160.9,150.1,160.9,150.2,1.21,Short,Coily,Medium,masculine,Square,wolf-cut,4.6
img_00913,234.6,178.0,186.1,178.0,120.6,1.32,Long,Straight,Medium,masculine,Heart,buzz-cut,4.7
img_00914,202.2,167.8,159.0,167.8,161.2,1.2,Long,Straight,Medium,masculine,Square,buzz-cut,5.0
img_00915,211.8,169.0,168.7,169.0,107.6,1.25,Short,Curly,Medium,feminine,Heart,buzz-cut,4.4
img_00916,305.8,194.7,168.8,194.7,159.7,1.57,Short,Straight,Medium,masculine,Oblong,french-bob,4.3
img_00917,251.1,183.3,159.7,183.3,137.2,1.37,Short,Curly,Medium,masculine,Oval,curtain-bangs,4.1
img_00918,211.4,165.5,165.5,165.5,106.0,1.28,Short,Wavy,Medium,masculine,Heart,wolf-cut,5.0
img_00919,276.8,192.3,160.0,192.3,150.7,1.44,Medium,Coily,Medium,feminine,Oblong,wolf-cut,4.1
img_00920,309.8,194.7,162.1,194.7,155.9,1.59,Short,Straight,Medium,masculine,Oblong,wolf-cut,4.8
img_00921,212.5,197.9,172.7,197.9,167.9,1.07,Short,Coily,Medium,no_preference,Round,wolf-cut,4.5
img_00922,207.7,184.4,160.4,184.4,151.0,1.13,Medium,Straight,Medium,unisex,Round,buzz-cut,4.4
img_00923,260.1,186.3,163.2,186.3,146.7,1.4,Medium,Straight,Medium,feminine,Oval,textured-crop,4.6
img_00924,240.6,164.8,138.4,164.8,137.4,1.46,Short,Curly,Medium,no_preference,Oblong,buzz-cut,4.8
img_00925,255.6,175.7,141.5,175.7,142.2,1.45,Medium,Straight,Medium,feminine,Oblong,wolf-cut,4.0
img_00926,227.6,169.5,171.3,169.5,103.5,1.34,Medium,Wavy,Medium,no_preference,Heart,buzz-cut,4.9
img_00927,249.1,185.2,154.0,185.2,142.7,1.34,Medium,Coily,Medium,feminine,Oval,french-bob,4.7
img_00928,230.0,171.7,144.3,171.7,135.6,1.34,Short,Wavy,Medium,no_preference,Oval,french-bob,4.1
img_00929,225.2,181.7,186.2,181.7,109.2,1.24,Medium,Coily,Medium,unisex,Heart,buzz-cut,4.7
img_00930,221.0,188.2,177.6,188.2,173.2,1.17,Short,Curly,Medium,masculine,Square,buzz-cut,4.7
img_00931,212.1,193.0,170.0,193.0,169.0,1.1,Short,Curly,Medium,no_preference,Round,long-waves,5.0
img_00932,263.7,199.6,163.8,199.6,159.7,1.32,Short,Curly,Medium,no_preference,Oval,curtain-bangs,4.2
img_00933,273.3,172.5,149.6,172.5,144.0,1.58,Long,Coily,Medium,unisex,Oblong,french-bob,4.8
img_00934,206.9,171.8,166.8,171.8,163.0,1.2,Short,Coily,Medium,no_preference,Square,textured-crop,4.9
img_00935,213.1,177.5,169.3,177.5,165.0,1.2,Long,Straight,Medium,masculine,Square,french-bob,4.7
img_00936,211.1,165.8,159.4,165.8,109.1,1.27,Short,Straight,Medium,no_preference,Heart,long-waves,4.9
img_00937,266.6,186.7,154.2,186.7,151.7,1.43,Long,Curly,Medium,feminine,Oblong,long-waves,4.5
img_00938,235.5,177.5,147.3,177.5,138.7,1.33,Long,Wavy,Medium,no_preference,Oval,textured-crop,4.3
img_00939,195.5,191.2,174.4,191.2,161.6,1.02,Long,Straight,Medium,masculine,Round,buzz-cut,4.7
